行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
市中区,中心城区水口片区SK（E）-05-a-2号地块国有建设用地使用权出让,市工业集中区,工业用地,非金属矿物制品业,6.716693,挂牌出让,50,2260.0000,下限:1.00上限:,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=313a5ae1-99d1-4e3a-8e60-1f05d838e665,2020-08-24 20:21:51
南溪县,四川宜宾龙投发展集团有限公司,南溪区江南镇红伟村五、六社地块,其他商服用地,其他金融服务,15.765200,挂牌出让,40,14188.6800,下限:0.20上限:1.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=36b72dca-da93-41c5-9a89-87783c1d5f8d,2020-08-24 20:21:54
天全县,天全县市政工程有限责任公司,天全县始阳镇新村村始阳一小南侧,城镇住宅用地,公共设施管理业,2.151695,拍卖出让,70,1402.0000,下限:1.00上限:3.10,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3b60938a-2ed0-496a-ad0d-3612b95128a1,2020-08-24 20:21:56
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市胜利镇十里村,城镇住宅用地,房地产业,3.187485,拍卖出让,零售商业用地40年;城镇住宅用地70年;,12315.0000,下限:1.00上限:1.80,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5f245c9e-4e48-48f5-a574-92c51eb53677,2020-08-24 20:21:58
乐山市本级,乐山高新区GXQ(B)-15-b1号地块,乐山高新区总部经济区回龙路以南、铜河北路以北、龙口路以西区域,其他商服用地,电信和其他信息传输服务业,8.424302,挂牌出让,40,10750.0000,下限:1.00上限:2.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=605e241c-192a-47d8-bad6-ee889e71fef5,2020-08-24 20:22:00
双流县,成都空港轨道城市发展有限公司,成都市双流区黄水镇板桥社区5、6组,其他商服用地,房地产业,1.775883,拍卖出让,40,8505.6000,下限:1.00上限:2.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61132eed-6ae4-41f0-bba3-3346b9a502cc,2020-08-24 20:22:03
泸县,厂房,泸县潮河镇王庄村六社,工业用地,农副食品加工业,1.598579,拍卖出让,50,312.0000,下限:1.00上限:1.20,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6c496039-0064-4803-a053-dbd8d998f490,2020-08-24 20:22:05
邛崃市,临济镇青华社区6号零星地块,临济镇青华社区9、13、17组,其他商服用地,餐饮业,0.606307,挂牌出让,40,454.7303,下限:0.00上限:2.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6f268b8a-5dfd-4741-b330-941846159010,2020-08-24 20:22:08
洪雅县,洪雅嘉瑞房地产开发有限公司,洪川镇文塘社区,城镇住宅用地,房地产业,2.919690,拍卖出让,70,5800.0000,下限:1.00上限:1.80,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8230e904-3b84-4ee7-88e1-b3f95ae02a1b,2020-08-24 20:22:10
双流县,成都空港轨道城市发展有限公司,成都市双流区黄水镇板桥社区5、6组,城镇住宅用地,房地产业,4.552923,拍卖出让,城镇住宅用地70年;其他商服用地40年;,34104.0000,下限:1.00上限:3.40,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ad9d06fb-7dad-422f-88cf-1240de4e217c,2020-08-24 20:22:12
宜宾市本级,一类工业用地(临港经开区P—01—11地块),临港经开区P—01—11地块,工业用地,通讯设备、计算机及其他电子设备制造业,6.776100,挂牌出让,50,1138.3848,下限:1.00上限:0.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c76edc2d-883c-4337-934a-7dde58c1b6bc,2020-08-24 20:22:14
南溪县,四川宜宾龙投发展集团有限公司,南溪区江南镇红丰村二、三社地块,其他商服用地,其他金融服务,17.543700,挂牌出让,40,15789.3300,下限:0.20上限:1.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c9f29db2-5c5a-4745-9f2c-6def59cf9e6b,2020-08-24 20:22:17
什邡市,什邡市恒新建设投资有限公司项目,四川什邡市经济开发区（北区）昌平大道以南,工业用地,其它,19.363510,挂牌出让,50,3198.0000,下限:0.60上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7c617093-54c7-4e66-89b8-d4ae07652f98,2020-08-24 20:22:19
北川羌族自治县,四川通垚新材料科技有限公司,香泉乡香泉工业园B-10（2）号地块,工业用地,砖瓦、石材及其他建筑材料制造,1.493228,挂牌出让,50,135.4300,下限:0.70上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=88cc99cb-e475-4d93-9311-923138bfc85e,2020-08-24 20:22:22
长宁县,双河镇国有建设用地使用权挂牌出让,双河镇竹食品园区,工业用地,农副食品加工业,1.872200,挂牌出让,50,318.2740,下限:1.00上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a30ec139-ed18-4325-9e9b-cbf5554d6215,2020-08-24 20:22:24
仁寿县,四川恒邦双林教育咨询有限公司,视高镇腾飞大道西侧，环天府新区快速通道南侧,城镇住宅用地,教育业,4.478852,拍卖出让,70,20430.0000,下限:1.00上限:2.20,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ae890dda-efad-4153-9f61-15065d99d4a9,2020-08-24 20:22:26
峨眉山市,四川省万达通农业发展有限公司,峨眉山市符溪镇菜场村3、4组,零售商业用地,农业,1.195440,挂牌出让,40,872.0000,下限:0.00上限:2.30,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bd9a0eef-6e7d-46b1-b1ac-412542cd795e,2020-08-24 20:22:29
仁寿县,四川恒邦双林教育咨询有限公司,视高镇清水路东侧，环天府新区快速通道南侧,零售商业用地,教育业,11.021739,拍卖出让,40,16534.0000,下限:1.00上限:1.80,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d766cd1d-9bd3-4832-9f2f-fa9f51167c4c,2020-08-24 20:22:31
大英县,商品房开发,文旅产业园,城镇住宅用地,房地产业,3.000000,拍卖出让,70,9720.0000,下限:1.00上限:2.50,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f203f938-2259-4e0c-b16c-132e32780952,2020-08-24 20:22:34
仁寿县,四川恒邦双林教育咨询有限公司,视高镇腾飞大道西侧，环天府新区快速通道南侧,城镇住宅用地,教育业,5.871270,拍卖出让,70,26780.0000,下限:1.00上限:2.20,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f63ca036-e0ba-49e7-a6f0-b20d50ac48dc,2020-08-24 20:22:37
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市胜利镇十里村,城镇住宅用地,房地产业,5.840245,拍卖出让,城镇住宅用地70年;零售商业用地40年;,21095.0000,下限:1.00上限:1.60,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=198f7423-b8b7-4ac1-ab02-9530d2e436c9,2020-08-24 20:22:39
西充县,南西田园新城2019-N-3号地块拍卖出让,南西田园新城环城大道侧,城镇住宅用地,信息传输、计算机服务和软件业,2.216100,拍卖出让,70,4800.0000,下限:1.00上限:1.90,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61826562-63a8-4186-acf7-8b78c7991e57,2020-08-24 20:22:41
成都市本级,昌公堰TOD,天府新区华阳街道香山村三、五组，兴隆街道罗家店村五组,城镇住宅用地,房地产业,14.563457,拍卖出让,70,222481.7766,下限:1.00上限:2.50,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b78ddd5-57d3-4f56-a029-5a1e49661432,2020-08-24 20:22:44
郫县,犀浦X40,成都市郫都区犀浦镇龙吟村七社、蔬菜三队；红光街道蒋桥村村民委员会、三观村村民委员会,城镇住宅用地,房地产业,2.346602,拍卖出让,70,41910.3117,下限:1.00上限:2.00,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e92cf39f-19f4-49b6-a28f-71244aeecb01,2020-08-24 20:22:46
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市胜利镇十里村,城镇住宅用地,房地产业,3.594043,拍卖出让,城镇住宅用地70年;零售商业用地40年;,13885.0000,下限:1.00上限:1.80,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=edd2ef93-e450-4988-9bb6-1e3f10f99fad,2020-08-24 20:22:49
青白江区,成都中交凤凰湖实业有限公司,广大路以东、栖凤大道东段以南,城镇住宅用地,房地产业,18.288785,拍卖出让,其他商服用地40年;城镇住宅用地70年;,126218.8444,下限:1.00上限:2.50,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fe10492f-1476-46c0-8e5e-250e114098c4,2020-08-24 20:22:51
仁寿县,万达地产集团有限公司,怀仁大道南侧,零售商业用地,房地产业,6.999271,拍卖出让,40,18000.0000,下限:1.80上限:2.30,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=71231472-e2a1-4b16-9ec1-bd1a1a8b83d7,2020-08-24 20:22:53
仁寿县,万达地产集团有限公司,怀仁大道南侧,城镇住宅用地,房地产业,6.850745,拍卖出让,6.850745,31000.0000,下限:1.50上限:2.00,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=96b7bf74-7599-43ec-8311-4fbfb6ed9756,2020-08-24 20:22:56
仁寿县,万达地产集团有限公司,怀仁大道南侧,城镇住宅用地,房地产业,5.638643,拍卖出让,70,26000.0000,下限:1.50上限:2.00,2020年01月07日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f2eeaee3-e7ec-473a-a193-54eb73b765f5,2020-08-24 20:22:58
邛崃市,临济镇青华社区1号零星地块,临济镇青华社区12、13组,其他商服用地,餐饮业,0.447480,挂牌出让,40,335.6123,下限:0.00上限:2.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0a25e7d8-64cc-43b9-96b6-1cb8bf5f848c,2020-08-24 20:23:00
市中区,中心城区水口片区SK（E）-05-a-2号地块国有建设用地使用权出让,市工业集中区,工业用地,非金属矿物制品业,6.716693,挂牌出让,50,2260.0000,下限:1.00上限:,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=313a5ae1-99d1-4e3a-8e60-1f05d838e665,2020-08-24 20:23:03
南溪县,四川宜宾龙投发展集团有限公司,南溪区江南镇红伟村五、六社地块,其他商服用地,其他金融服务,15.765200,挂牌出让,40,14188.6800,下限:0.20上限:1.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=36b72dca-da93-41c5-9a89-87783c1d5f8d,2020-08-24 20:23:05
天全县,天全县市政工程有限责任公司,天全县始阳镇新村村始阳一小南侧,城镇住宅用地,公共设施管理业,2.151695,拍卖出让,70,1402.0000,下限:1.00上限:3.10,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3b60938a-2ed0-496a-ad0d-3612b95128a1,2020-08-24 20:23:07
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市胜利镇十里村,城镇住宅用地,房地产业,3.187485,拍卖出让,零售商业用地40年;城镇住宅用地70年;,12315.0000,下限:1.00上限:1.80,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5f245c9e-4e48-48f5-a574-92c51eb53677,2020-08-24 20:23:09
乐山市本级,乐山高新区GXQ(B)-15-b1号地块,乐山高新区总部经济区回龙路以南、铜河北路以北、龙口路以西区域,其他商服用地,电信和其他信息传输服务业,8.424302,挂牌出让,40,10750.0000,下限:1.00上限:2.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=605e241c-192a-47d8-bad6-ee889e71fef5,2020-08-24 20:23:12
双流县,成都空港轨道城市发展有限公司,成都市双流区黄水镇板桥社区5、6组,其他商服用地,房地产业,1.775883,拍卖出让,40,8505.6000,下限:1.00上限:2.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61132eed-6ae4-41f0-bba3-3346b9a502cc,2020-08-24 20:23:14
泸县,厂房,泸县潮河镇王庄村六社,工业用地,农副食品加工业,1.598579,拍卖出让,50,312.0000,下限:1.00上限:1.20,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6c496039-0064-4803-a053-dbd8d998f490,2020-08-24 20:23:16
邛崃市,临济镇青华社区6号零星地块,临济镇青华社区9、13、17组,其他商服用地,餐饮业,0.606307,挂牌出让,40,454.7303,下限:0.00上限:2.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6f268b8a-5dfd-4741-b330-941846159010,2020-08-24 20:23:19
洪雅县,洪雅嘉瑞房地产开发有限公司,洪川镇文塘社区,城镇住宅用地,房地产业,2.919690,拍卖出让,70,5800.0000,下限:1.00上限:1.80,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8230e904-3b84-4ee7-88e1-b3f95ae02a1b,2020-08-24 20:23:21
双流县,成都空港轨道城市发展有限公司,成都市双流区黄水镇板桥社区5、6组,城镇住宅用地,房地产业,4.552923,拍卖出让,城镇住宅用地70年;其他商服用地40年;,34104.0000,下限:1.00上限:3.40,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ad9d06fb-7dad-422f-88cf-1240de4e217c,2020-08-24 20:23:24
宜宾市本级,一类工业用地(临港经开区P—01—11地块),临港经开区P—01—11地块,工业用地,通讯设备、计算机及其他电子设备制造业,6.776100,挂牌出让,50,1138.3848,下限:1.00上限:0.00,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c76edc2d-883c-4337-934a-7dde58c1b6bc,2020-08-24 20:23:26
南溪县,四川宜宾龙投发展集团有限公司,南溪区江南镇红丰村二、三社地块,其他商服用地,其他金融服务,17.543700,挂牌出让,40,15789.3300,下限:0.20上限:1.50,2020年01月06日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c9f29db2-5c5a-4745-9f2c-6def59cf9e6b,2020-08-24 20:23:28
什邡市,什邡市恒新建设投资有限公司项目,四川什邡市经济开发区（北区）昌平大道以南,工业用地,其它,19.363510,挂牌出让,50,3198.0000,下限:0.60上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7c617093-54c7-4e66-89b8-d4ae07652f98,2020-08-24 20:23:31
北川羌族自治县,四川通垚新材料科技有限公司,香泉乡香泉工业园B-10（2）号地块,工业用地,砖瓦、石材及其他建筑材料制造,1.493228,挂牌出让,50,135.4300,下限:0.70上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=88cc99cb-e475-4d93-9311-923138bfc85e,2020-08-24 20:23:33
长宁县,双河镇国有建设用地使用权挂牌出让,双河镇竹食品园区,工业用地,农副食品加工业,1.872200,挂牌出让,50,318.2740,下限:1.00上限:0.00,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a30ec139-ed18-4325-9e9b-cbf5554d6215,2020-08-24 20:23:36
仁寿县,四川恒邦双林教育咨询有限公司,视高镇腾飞大道西侧，环天府新区快速通道南侧,城镇住宅用地,教育业,4.478852,拍卖出让,70,20430.0000,下限:1.00上限:2.20,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ae890dda-efad-4153-9f61-15065d99d4a9,2020-08-24 20:23:38
峨眉山市,四川省万达通农业发展有限公司,峨眉山市符溪镇菜场村3、4组,零售商业用地,农业,1.195440,挂牌出让,40,872.0000,下限:0.00上限:2.30,2020年01月08日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bd9a0eef-6e7d-46b1-b1ac-412542cd795e,2020-08-24 20:23:41
